Well,528/20,590/20
A1,312
B1,321
C1,326
D1,338
E1,321
F1,321
G1,5
H1,2
A2,333
B2,335
C2,1
D2,1
E2,7
F2,2
G2,2
H2,82
A3,331
B3,326
C3,1
D3,1
E3,2
F3,1
G3,4
H3,2
A4,521
B4,803
C4,762
D4,1044
E4,1967
F4,872
G4,0
H4,2
A5,739
B5,500
C5,0
D5,1
E5,2
F5,1
G5,1
H5,2
A6,327
B6,360
C6,0
D6,1
E6,0
F6,0
G6,2
H6,4
A7,711
B7,1248
C7,1129
D7,2216
E7,3538
F7,1316
G7,2
H7,2
A8,960
B8,632
C8,0
D8,1
E8,1
F8,2
G8,1
H8,2
A9,360
B9,357
C9,0
D9,1
E9,1
F9,1
G9,1
H9,2
A10,0
B10,1
C10,0
D10,0
E10,1
F10,1
G10,2
H10,0
A11,0
B11,0
C11,1
D11,1
E11,2
F11,3
G11,1
H11,2
A12,6
B12,0
C12,2
D12,0
E12,0
F12,0
G12,0
H12,2

